# Auto-Generated File (Please do not edit)
[0]
0,5,1,0,0,0,05
1,5,1,0,0,0,0B
2,5,1,0,0,0,11
3,5,1,0,0,0,17
4,5,1,0,0,0,1D
5,5,1,0,0,0,23
6,5,1,0,0,0,29
7,5,1,0,0,0,2F
0,6,1,0,0,0,06
1,6,1,0,0,0,0D
2,6,1,0,0,0,14
3,6,1,0,0,0,1B
4,6,1,0,0,0,22
5,6,1,0,0,0,29
6,6,1,0,0,0,30
7,6,1,0,0,0,37
0,7,1,0,0,0,07
1,7,1,0,0,0,0F
2,7,1,0,0,0,17
3,7,1,0,0,0,1F
4,7,1,0,0,0,27
5,7,1,0,0,0,2F
6,7,1,0,0,0,37
7,7,1,0,0,0,3F
0,0,2,0,0,0,01
1,0,2,0,0,0,02
2,0,2,0,0,0,04
3,0,2,0,0,0,05
4,0,2,0,0,0,07
5,0,2,0,0,0,08
6,0,2,0,0,0,0A
7,0,2,0,0,0,0B
0,1,2,0,0,0,02
1,1,2,0,0,0,05
2,1,2,0,0,0,08
3,1,2,0,0,0,0B
4,1,2,0,0,0,0E
5,1,2,0,0,0,11
6,1,2,0,0,0,14
7,1,2,0,0,0,17
0,2,2,0,0,0,04
1,2,2,0,0,0,08
2,2,2,0,0,0,0D
3,2,2,0,0,0,11
4,2,2,0,0,0,16
5,2,2,0,0,0,1A
6,2,2,0,0,0,1F
7,2,2,0,0,0,23
0,3,2,0,0,0,05
1,3,2,0,0,0,0B
2,3,2,0,0,0,11
3,3,2,0,0,0,17
4,3,2,0,0,0,1D
5,3,2,0,0,0,23
6,3,2,0,0,0,29
7,3,2,0,0,0,2F
0,4,2,0,0,0,07
1,4,2,0,0,0,0E
2,4,2,0,0,0,16
3,4,2,0,0,0,1D
4,4,2,0,0,0,25
5,4,2,0,0,0,2C
6,4,2,0,0,0,34
7,4,2,0,0,0,3B
0,5,2,0,0,0,08
1,5,2,0,0,0,11
2,5,2,0,0,0,1A
3,5,2,0,0,0,23
4,5,2,0,0,0,2C
5,5,2,0,0,0,35
6,5,2,0,0,0,3E
7,5,2,0,0,0,47
0,6,2,0,0,0,0A
1,6,2,0,0,0,14
2,6,2,0,0,0,1F
3,6,2,0,0,0,29
4,6,2,0,0,0,34
5,6,2,0,0,0,3E
6,6,2,0,0,0,49
7,6,2,0,0,0,53
0,7,2,0,0,0,0B
1,7,2,0,0,0,17
2,7,2,0,0,0,23
3,7,2,0,0,0,2F
4,7,2,0,0,0,3B
5,7,2,0,0,0,47
6,7,2,0,0,0,53
7,7,2,0,0,0,5F
0,0,3,0,0,0,01
1,0,3,0,0,0,03
2,0,3,0,0,0,05
3,0,3,0,0,0,07
4,0,3,0,0,0,09
5,0,3,0,0,0,0B
6,0,3,0,0,0,0D
7,0,3,0,0,0,0F
0,1,3,0,0,0,03
1,1,3,0,0,0,07
2,1,3,0,0,0,0B
3,1,3,0,0,0,0F
4,1,3,0,0,0,13
5,1,3,0,0,0,17
6,1,3,0,0,0,1B
7,1,3,0,0,0,1F
0,2,3,0,0,0,05
1,2,3,0,0,0,0B
2,2,3,0,0,0,11
3,2,3,0,0,0,17
4,2,3,0,0,0,1D
5,2,3,0,0,0,23
6,2,3,0,0,0,29
7,2,3,0,0,0,2F
0,3,3,0,0,0,07
1,3,3,0,0,0,0F
2,3,3,0,0,0,17
3,3,3,0,0,0,1F
4,3,3,0,0,0,27
5,3,3,0,0,0,2F
6,3,3,0,0,0,37
7,3,3,0,0,0,3F
0,4,3,0,0,0,09
1,4,3,0,0,0,13
2,4,3,0,0,0,1D
3,4,3,0,0,0,27
4,4,3,0,0,0,31
5,4,3,0,0,0,3B
6,4,3,0,0,0,45
7,4,3,0,0,0,4F
0,5,3,0,0,0,0B
1,5,3,0,0,0,17
2,5,3,0,0,0,23
3,5,3,0,0,0,2F
4,5,3,0,0,0,3B
5,5,3,0,0,0,47
6,5,3,0,0,0,53
7,5,3,0,0,0,5F
0,6,3,0,0,0,0D
1,6,3,0,0,0,1B
2,6,3,0,0,0,29
3,6,3,0,0,0,37
4,6,3,0,0,0,45
5,6,3,0,0,0,53
6,6,3,0,0,0,61
7,6,3,0,0,0,6F
0,7,3,0,0,0,0F
1,7,3,0,0,0,1F
2,7,3,0,0,0,2F
3,7,3,0,0,0,3F
4,7,3,0,0,0,4F
5,7,3,0,0,0,5F
6,7,3,0,0,0,6F
7,7,3,0,0,0,7F
0,0,4,0,0,0,02
1,0,4,0,0,0,04
2,0,4,0,0,0,07
3,0,4,0,0,0,09
4,0,4,0,0,0,0C
5,0,4,0,0,0,0E
6,0,4,0,0,0,11
7,0,4,0,0,0,13
0,1,4,0,0,0,04
1,1,4,0,0,0,09
2,1,4,0,0,0,0E
3,1,4,0,0,0,13
4,1,4,0,0,0,18
5,1,4,0,0,0,1D
6,1,4,0,0,0,22
7,1,4,0,0,0,27
0,2,4,0,0,0,07
1,2,4,0,0,0,0E
2,2,4,0,0,0,16
3,2,4,0,0,0,1D
4,2,4,0,0,0,25
5,2,4,0,0,0,2C
6,2,4,0,0,0,34
7,2,4,0,0,0,3B
0,3,4,0,0,0,09
1,3,4,0,0,0,13
2,3,4,0,0,0,1D
3,3,4,0,0,0,27
4,3,4,0,0,0,31
5,3,4,0,0,0,3B
6,3,4,0,0,0,45
7,3,4,0,0,0,4F
0,4,4,0,0,0,0C
1,4,4,0,0,0,18
2,4,4,0,0,0,25
3,4,4,0,0,0,31
4,4,4,0,0,0,3E
5,4,4,0,0,0,4A
6,4,4,0,0,0,57
7,4,4,0,0,0,63
0,5,4,0,0,0,0E
1,5,4,0,0,0,1D
2,5,4,0,0,0,2C
3,5,4,0,0,0,3B
4,5,4,0,0,0,4A
5,5,4,0,0,0,59
6,5,4,0,0,0,68
7,5,4,0,0,0,77
0,6,4,0,0,0,11
1,6,4,0,0,0,22
2,6,4,0,0,0,34
3,6,4,0,0,0,45
4,6,4,0,0,0,57
5,6,4,0,0,0,68
6,6,4,0,0,0,7A
7,6,4,0,0,0,8B
0,7,4,0,0,0,13
1,7,4,0,0,0,27
2,7,4,0,0,0,3B
3,7,4,0,0,0,4F
4,7,4,0,0,0,63
5,7,4,0,0,0,77
6,7,4,0,0,0,8B
7,7,4,0,0,0,9F
0,0,5,0,0,0,02
1,0,5,0,0,0,05
2,0,5,0,0,0,08
3,0,5,0,0,0,0B
4,0,5,0,0,0,0E
5,0,5,0,0,0,11
6,0,5,0,0,0,14
7,0,5,0,0,0,17
0,1,5,0,0,0,05
1,1,5,0,0,0,0B
2,1,5,0,0,0,11
3,1,5,0,0,0,17
4,1,5,0,0,0,1D
5,1,5,0,0,0,23
6,1,5,0,0,0,29
7,1,5,0,0,0,2F
0,2,5,0,0,0,08
1,2,5,0,0,0,11
2,2,5,0,0,0,1A
3,2,5,0,0,0,23
4,2,5,0,0,0,2C
5,2,5,0,0,0,35
6,2,5,0,0,0,3E
7,2,5,0,0,0,47
0,3,5,0,0,0,0B
1,3,5,0,0,0,17
2,3,5,0,0,0,23
3,3,5,0,0,0,2F
4,3,5,0,0,0,3B
5,3,5,0,0,0,47
6,3,5,0,0,0,53
7,3,5,0,0,0,5F
0,4,5,0,0,0,0E
1,4,5,0,0,0,1D
2,4,5,0,0,0,2C
3,4,5,0,0,0,3B
4,4,5,0,0,0,4A
5,4,5,0,0,0,59
6,4,5,0,0,0,68
7,4,5,0,0,0,77
0,5,5,0,0,0,11
1,5,5,0,0,0,23
2,5,5,0,0,0,35
3,5,5,0,0,0,47
4,5,5,0,0,0,59
5,5,5,0,0,0,6B
6,5,5,0,0,0,7D
7,5,5,0,0,0,8F
0,6,5,0,0,0,14
1,6,5,0,0,0,29
2,6,5,0,0,0,3E
3,6,5,0,0,0,53
4,6,5,0,0,0,68
5,6,5,0,0,0,7D
6,6,5,0,0,0,92
7,6,5,0,0,0,A7
0,7,5,0,0,0,17
1,7,5,0,0,0,2F
2,7,5,0,0,0,47
3,7,5,0,0,0,5F
4,7,5,0,0,0,77
5,7,5,0,0,0,8F
6,7,5,0,0,0,A7
7,7,5,0,0,0,BF
0,0,6,0,0,0,03
1,0,6,0,0,0,06
2,0,6,0,0,0,0A
3,0,6,0,0,0,0D
4,0,6,0,0,0,11
5,0,6,0,0,0,14
6,0,6,0,0,0,18
7,0,6,0,0,0,1B
0,1,6,0,0,0,06
1,1,6,0,0,0,0D
2,1,6,0,0,0,14
3,1,6,0,0,0,1B
4,1,6,0,0,0,22
5,1,6,0,0,0,29
6,1,6,0,0,0,30
7,1,6,0,0,0,37
0,2,6,0,0,0,0A
1,2,6,0,0,0,14
2,2,6,0,0,0,1F
3,2,6,0,0,0,29
4,2,6,0,0,0,34
5,2,6,0,0,0,3E
6,2,6,0,0,0,49
7,2,6,0,0,0,53
0,3,6,0,0,0,0D
1,3,6,0,0,0,1B
2,3,6,0,0,0,29
3,3,6,0,0,0,37
4,3,6,0,0,0,45
5,3,6,0,0,0,53
6,3,6,0,0,0,61
7,3,6,0,0,0,6F
0,4,6,0,0,0,11
1,4,6,0,0,0,22
2,4,6,0,0,0,34
3,4,6,0,0,0,45
4,4,6,0,0,0,57
5,4,6,0,0,0,68
6,4,6,0,0,0,7A
7,4,6,0,0,0,8B
0,5,6,0,0,0,14
1,5,6,0,0,0,29
2,5,6,0,0,0,3E
3,5,6,0,0,0,53
4,5,6,0,0,0,68
5,5,6,0,0,0,7D
6,5,6,0,0,0,92
7,5,6,0,0,0,A7
0,6,6,0,0,0,18
1,6,6,0,0,0,30
2,6,6,0,0,0,49
3,6,6,0,0,0,61
4,6,6,0,0,0,7A
5,6,6,0,0,0,92
6,6,6,0,0,0,AA
7,6,6,0,0,0,C3
0,7,6,0,0,0,1B
1,7,6,0,0,0,37
2,7,6,0,0,0,53
3,7,6,0,0,0,6F
4,7,6,0,0,0,8B
5,7,6,0,0,0,A7
6,7,6,0,0,0,C3
7,7,6,0,0,0,DF
0,0,7,0,0,0,03
1,0,7,0,0,0,07
2,0,7,0,0,0,0B
3,0,7,0,0,0,0F
4,0,7,0,0,0,13
5,0,7,0,0,0,17
6,0,7,0,0,0,1B
7,0,7,0,0,0,1F
0,1,7,0,0,0,07
1,1,7,0,0,0,0F
2,1,7,0,0,0,17
3,1,7,0,0,0,1F
4,1,7,0,0,0,27
5,1,7,0,0,0,2F
6,1,7,0,0,0,37
7,1,7,0,0,0,3F
0,2,7,0,0,0,0B
1,2,7,0,0,0,17
2,2,7,0,0,0,23
3,2,7,0,0,0,2F
4,2,7,0,0,0,3B
5,2,7,0,0,0,47
6,2,7,0,0,0,53
7,2,7,0,0,0,5F
0,3,7,0,0,0,0F
1,3,7,0,0,0,1F
2,3,7,0,0,0,2F
3,3,7,0,0,0,3F
4,3,7,0,0,0,4F
5,3,7,0,0,0,5F
6,3,7,0,0,0,6F
7,3,7,0,0,0,7F
0,4,7,0,0,0,13
1,4,7,0,0,0,27
2,4,7,0,0,0,3B
3,4,7,0,0,0,4F
4,4,7,0,0,0,63
5,4,7,0,0,0,77
6,4,7,0,0,0,8B
7,4,7,0,0,0,9F
0,5,7,0,0,0,17
1,5,7,0,0,0,2F
2,5,7,0,0,0,47
3,5,7,0,0,0,5F
4,5,7,0,0,0,77
5,5,7,0,0,0,8F
6,5,7,0,0,0,A7
7,5,7,0,0,0,BF
0,6,7,0,0,0,1B
1,6,7,0,0,0,37
2,6,7,0,0,0,53
3,6,7,0,0,0,6F
4,6,7,0,0,0,8B
5,6,7,0,0,0,A7
6,6,7,0,0,0,C3
7,6,7,0,0,0,DF
0,7,7,0,0,0,1F
1,7,7,0,0,0,3F
2,7,7,0,0,0,5F
3,7,7,0,0,0,7F
4,7,7,0,0,0,9F
5,7,7,0,0,0,BF
6,7,7,0,0,0,DF
7,7,7,0,0,0,FF
